date,voucher_number,voucher_type,guid,master_id,alter_id,stock_item,quantity,unit,rate,amount,source_godown,destination_godown,batch_name,movement_type,source_system,source_index
20260401,7,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004c64,19556,35770,10   Lassi  @10,400.0,NO.,,2800.0,Main Store,Main Store,Primary Batch,IN,Sales,34
20260401,7,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004c64,19556,35770,10   Lassi  @10,200.0,NO.,,1600.0,Main Store,Main Store,Primary Batch,IN,Sales,35
20260401,8,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000447e,17534,33593,17  cm 54,59.0,ltr,,3186.0,04 cm 54   Godown,04 cm 54   Godown,Primary Batch,OUT,Sales,36
20260401,8,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000447e,17534,33593,18  MISHR  70,8.9,ltr,,623.0,04 cm 54   Godown,04 cm 54   Godown,Primary Batch,OUT,Sales,37
20260401,8,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000447e,17534,33593,14  CM 56,20.4,ltr,,1101.6,02  MISHR   68    GODOWN,02  MISHR   68    GODOWN,Primary Batch,OUT,Sales,38
20260401,8,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000447e,17534,33593,16  Bm  82,23.8,ltr,,1856.4,02  MISHR   68    GODOWN,02  MISHR   68    GODOWN,Primary Batch,OUT,Sales,39
20260401,8,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000447e,17534,33593,15  MISHR    68,37.3,ltr,,2461.8,02  MISHR   68    GODOWN,02  MISHR   68    GODOWN,Primary Batch,OUT,Sales,40
20260401,9,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000447f,17535,33595,02 MAlai Dahi Tray,7.3,KG = -0.73 TRAY,,876.0,Main Store,Main Store,Primary Batch,OUT,Sales,41
20260401,1,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000043f6,17398,30027,06 CM GHEE LOOSE,35.2,KG,780.0,-27456.0,Main Store,Main Store,Primary Batch,IN,Stock Journal,2
20260401,2,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000043fd,17405,30035,13 Masala Chaach 10,510.0,NO.,10.0,-5100.0,Main Store,Main Store,Primary Batch,IN,Stock Journal,3
20260401,3,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004439,17465,30346,01 DAHI CUP 200,1069.0,NO. =  38.18 CRT,19.0,-20311.0,Main Store,Main Store,Primary Batch,IN,Stock Journal,4
20260401,3,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004439,17465,30346,02 MAlai Dahi Tray,80.0,KG =  8.00 TRAY,,-9600.0,Main Store,Main Store,Primary Batch,IN,Stock Journal,5
20260401,3,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004439,17465,30346,03 Mattha Dahi,240.0,KG,,-13440.0,Main Store,Main Store,Primary Batch,IN,Stock Journal,6
20260401,3,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004439,17465,30346,50 D10,700.0,NO.,10.0,-7000.0,Main Store,Main Store,Primary Batch,IN,Stock Journal,7
20260401,4,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004467,17511,30607,XX PL,32.4,KG,270.0,-8748.0,Main Store,Main Store,Primary Batch,IN,Stock Journal,8
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,10 Lassi @10,7870.0,NO.,5.8,-45661.35,Main Store,Main Store,Primary Batch,IN,Stock Journal,9
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,Tonned Milk,,,,25877.25,Main Store,,Primary Batch,OUT,Stock Journal,10
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,SUGAR,,,,6528.0,Main Store,,Primary Batch,OUT,Stock Journal,11
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,PAPA,,,,200.0,Main Store,,Primary Batch,OUT,Stock Journal,12
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,ESSENCE,,,,254.0,Main Store,,Primary Batch,OUT,Stock Journal,13
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,SALT,,,,20.0,Main Store,,Primary Batch,OUT,Stock Journal,14
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,Plastic Losse Bag,,,,665.0,Main Store,,Primary Batch,OUT,Stock Journal,15
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,Lassi Polithin,,,,4107.5,Main Store,,Primary Batch,OUT,Stock Journal,16
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,Electric Energy,,,,2475.0,Main Store,,Primary Batch,OUT,Stock Journal,17
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,LABOUR,,,,2400.0,Main Store,,Primary Batch,OUT,Stock Journal,18
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,Wastage Replacement,,,,468.0,Main Store,,Primary Batch,OUT,Stock Journal,19
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,Tax,,,,2951.0,Main Store,,Primary Batch,OUT,Stock Journal,20
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,Wood,,,,125.0,Main Store,,Primary Batch,OUT,Stock Journal,21
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,Tax,,,,-1077.0,Main Store,,Primary Batch,OUT,Stock Journal,22
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,Tonned Milk,,,,651.6,Main Store,,Primary Batch,OUT,Stock Journal,23
20260401,5,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005128,20776,37545,PAPA,,,,16.0,Main Store,,Primary Batch,OUT,Stock Journal,24
20260402,12,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044ae,17582,30866,02 MAlai Dahi Tray,80.43,KG =  8.04 TRAY,,9651.6,Main Store,Main Store,Primary Batch,IN,Sales,42
20260402,12,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044ae,17582,30866,02 MAlai Dahi Tray,13.8,KG = -1.38 TRAY,,1656.0,Main Store,Main Store,Primary Batch,OUT,Sales,43
20260402,12,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044ae,17582,30866,03 Mattha Dahi,52.99,KG,,2967.44,Main Store,Main Store,Primary Batch,IN,Sales,44
20260402,12,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044ae,17582,30866,03 Mattha Dahi,6.0,KG,,336.0,Main Store,Main Store,Primary Batch,OUT,Sales,45
20260402,12,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044ae,17582,30866,XX PL,37.62,KG,,13543.2,Main Store,Main Store,Primary Batch,IN,Sales,46
20260402,12,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044ae,17582,30866,XX PL,1.7,KG,,612.0,Main Store,Main Store,Primary Batch,OUT,Sales,47
20260402,12,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044ae,17582,30866,05 TAK 500ml Pouch,50.0,NO.,,900.0,Main Store,Main Store,Primary Batch,IN,Sales,48
20260402,12,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044ae,17582,30866,06 CM GHEE LOOSE,17.14,KG,,13026.4,Main Store,Main Store,Primary Batch,OUT,Sales,49
20260402,12,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044ae,17582,30866,06 CM GHEE LOOSE,27.72,KG,,21067.2,Main Store,Main Store,Primary Batch,IN,Sales,50
20260402,13,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044b0,17584,30867,05 TAK 500ml Pouch,3.0,NO.,,54.0,Main Store,Main Store,Primary Batch,OUT,Sales,51
20260402,13,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044b0,17584,30867,XX PL,2.03,KG,,730.8,Main Store,Main Store,Primary Batch,OUT,Sales,52
20260402,14,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044e9,17641,31415,17  cm 54,11.7,ltr,,631.8,10  Tak  .500    Godown,10  Tak  .500    Godown,Primary Batch,OUT,Sales,53
20260402,15,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004427,17447,36839,16  Bm  82,40.0,ltr,,3040.0,Main Store,Main Store,Primary Batch,IN,Sales,54
20260402,16,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044fe,17662,31649,17  cm 54,8.4,ltr,,453.6,06  Panir   Godown,06  Panir   Godown,Primary Batch,OUT,Sales,55
20260402,16,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044fe,17662,31649,18  MISHR  70,8.0,ltr,,560.0,06  Panir   Godown,06  Panir   Godown,Primary Batch,OUT,Sales,56
20260402,17,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000044ff,17663,31653,16  Bm  82,6.7,ltr,,522.6,02  MISHR   68    GODOWN,02  MISHR   68    GODOWN,Primary Batch,OUT,Sales,57
20260402,18,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000450b,17675,35798,01  DAHI CUP 200,80.0,NO. =  2.86 CRT,,1440.0,Main Store,Main Store,Primary Batch,IN,Sales,58
20260402,18,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000450b,17675,35798,05 TAK 500ml Pouch,20.0,NO.,,260.0,Main Store,Main Store,Primary Batch,IN,Sales,59
20260402,18,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000450b,17675,35798,10   Lassi  @10,125.0,NO.,,1000.0,Main Store,Main Store,Primary Batch,IN,Sales,60
20260402,18,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000450b,17675,35798,50  D10,60.0,NO.,,480.0,Main Store,Main Store,Primary Batch,IN,Sales,61
20260402,19,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000450e,17678,31743,01  DAHI CUP 200,280.0,NO. =  10.00 CRT,,5040.0,Main Store,Main Store,Primary Batch,IN,Sales,62
20260402,19,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000450e,17678,31743,05 TAK 500ml Pouch,100.0,NO.,,1300.0,Main Store,Main Store,Primary Batch,IN,Sales,63
20260402,19,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000450e,17678,31743,10   Lassi  @10,150.0,NO.,,1200.0,Main Store,Main Store,Primary Batch,IN,Sales,64
20260402,19,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000450e,17678,31743,XX PL,2.0,KG,,600.0,Main Store,Main Store,Primary Batch,IN,Sales,65
20260402,20,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004516,17686,31778,Ready Mix-45,360.0,NO.,,16200.0,Main Store,Main Store,Primary Batch,IN,Sales,66
20260402,20,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004516,17686,31778,READY MIX - 49,360.0,NO.,,17640.0,Main Store,Main Store,Primary Batch,IN,Sales,67
20260402,21,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004526,17702,31795,03 Mattha Dahi,26.09,KG,,1461.04,Main Store,Main Store,Primary Batch,IN,Sales,68
20260402,21,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004526,17702,31795,03 Mattha Dahi,3.0,KG,,168.0,Main Store,Main Store,Primary Batch,OUT,Sales,69
20260402,22,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004517,17687,31779,17  cm 54,19.0,ltr,,1026.0,04 cm 54   Godown,04 cm 54   Godown,Primary Batch,OUT,Sales,70
20260402,23,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004518,17688,31780,14  CM 56,8.6,ltr,,481.6,01  CM  56  GODOWN,01  CM  56  GODOWN,Primary Batch,OUT,Sales,71
20260402,23,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004518,17688,31780,17  cm 54,23.2,ltr,,1252.8,04 cm 54   Godown,04 cm 54   Godown,Primary Batch,OUT,Sales,72
20260402,23,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004518,17688,31780,15  MISHR    68,28.3,ltr,,1867.8,02  MISHR   68    GODOWN,02  MISHR   68    GODOWN,Primary Batch,OUT,Sales,73
20260402,24,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004527,17703,35800,05 TAK 500ml Pouch,20.0,NO.,,260.0,Main Store,Main Store,Primary Batch,IN,Sales,74
20260402,24,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004527,17703,35800,10   Lassi  @10,50.0,NO.,,400.0,Main Store,Main Store,Primary Batch,IN,Sales,75
20260402,25,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004539,17721,35790,01  DAHI CUP 200,101.0,NO. = -3.61 CRT,,1818.0,Main Store,Main Store,Primary Batch,OUT,Sales,76
20260402,25,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004539,17721,35790,05 TAK 500ml Pouch,29.0,NO.,,377.0,Main Store,Main Store,Primary Batch,OUT,Sales,77
20260402,25,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004539,17721,35790,10   Lassi  @10,16.0,NO.,,128.0,Main Store,Main Store,Primary Batch,OUT,Sales,78
20260402,26,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000453a,17722,31826,05 TAK 500ml Pouch,6.0,NO.,,78.0,Main Store,Main Store,Primary Batch,OUT,Sales,79
20260402,27,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004540,17728,31835,14  CM 56,5.6,ltr,,313.6,01  CM  56  GODOWN,01  CM  56  GODOWN,Primary Batch,OUT,Sales,80
20260402,27,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004540,17728,31835,15  MISHR    68,7.2,ltr,,475.2,02  MISHR   68    GODOWN,02  MISHR   68    GODOWN,Primary Batch,OUT,Sales,81
20260402,27,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004540,17728,31835,18  MISHR  70,13.3,ltr,,931.0,04 cm 54   Godown,04 cm 54   Godown,Primary Batch,OUT,Sales,82
20260402,27,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004540,17728,31835,17  cm 54,39.7,ltr,,2143.8,04 cm 54   Godown,04 cm 54   Godown,Primary Batch,OUT,Sales,83
20260402,28,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004541,17729,31836,02 MAlai Dahi Tray,6.98,KG = -0.70 TRAY,,837.6,Main Store,Main Store,Primary Batch,OUT,Sales,84
20260402,28,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004541,17729,31836,43 Loose  Tak,3.17,KG,,76.08,Main Store,Main Store,Primary Batch,OUT,Sales,85
20260402,6,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000451e,17694,31787,XX PL,26.0,KG,,-7020.0,Main Store,Main Store,Primary Batch,IN,Stock Journal,25
20260402,7,Stock Journal,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000451f,17695,31788,XX PL,25.4,KG,270.0,-6858.0,Main Store,Main Store,Primary Batch,IN,Stock Journal,26
20260403,29,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000045b2,17842,36840,16  Bm  82,40.0,ltr,,3040.0,Main Store,Main Store,Primary Batch,IN,Sales,86
20260403,30,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004555,17749,31981,06 CM GHEE LOOSE,46.66,KG,,35461.6,Main Store,Main Store,Primary Batch,IN,Sales,87
20260403,30,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004555,17749,31981,06 CM GHEE LOOSE,10.02,KG,,7615.2,Main Store,Main Store,Primary Batch,OUT,Sales,88
20260403,30,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004555,17749,31981,02 MAlai Dahi Tray,81.2,KG =  8.12 TRAY,,9744.0,Main Store,Main Store,Primary Batch,IN,Sales,89
20260403,30,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004555,17749,31981,02 MAlai Dahi Tray,13.8,KG = -1.38 TRAY,,1656.0,Main Store,Main Store,Primary Batch,OUT,Sales,90
20260403,30,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004555,17749,31981,03 Mattha Dahi,51.27,KG,,2871.12,Main Store,Main Store,Primary Batch,IN,Sales,91
20260403,30,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004555,17749,31981,03 Mattha Dahi,6.0,KG,,336.0,Main Store,Main Store,Primary Batch,OUT,Sales,92
20260403,30,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004555,17749,31981,XX PL,31.67,KG,,11401.2,Main Store,Main Store,Primary Batch,IN,Sales,93
20260403,30,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004555,17749,31981,XX PL,1.7,KG,,612.0,Main Store,Main Store,Primary Batch,OUT,Sales,94
20260403,30,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004555,17749,31981,05 TAK 500ml Pouch,50.0,NO.,,900.0,Main Store,Main Store,Primary Batch,IN,Sales,95
20260403,30,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004555,17749,31981,07 BM GHEE LOOSE,10.22,KG,,7971.6,Main Store,Main Store,Primary Batch,OUT,Sales,96
20260403,30,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004555,17749,31981,43 Loose  Tak,52.75,KG,,1266.0,Main Store,Main Store,Primary Batch,IN,Sales,97
20260403,30,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004555,17749,31981,07 BM GHEE LOOSE,40.55,KG,,31629.0,Main Store,Main Store,Primary Batch,IN,Sales,98
20260403,30,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004555,17749,31981,XX PL,4.17,KG,,1501.2,Main Store,Main Store,Primary Batch,OUT,Sales,99
20260403,31,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004575,17781,32243,01  DAHI CUP 200,81.0,NO. =  2.89 CRT,,1458.0,Main Store,Main Store,Primary Batch,IN,Sales,100
20260403,31,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004575,17781,32243,05 TAK 500ml Pouch,30.0,NO.,,390.0,Main Store,Main Store,Primary Batch,IN,Sales,101
20260403,31,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004575,17781,32243,50  D10,40.0,NO.,,320.0,Main Store,Main Store,Primary Batch,IN,Sales,102
20260403,31,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004575,17781,32243,10   Lassi  @10,100.0,NO.,,800.0,Main Store,Main Store,Primary Batch,IN,Sales,103
20260403,32,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000045d4,17876,32671,14  CM 56,12.2,ltr,,658.8,03  CM 54   GODOWN,03  CM 54   GODOWN,Primary Batch,OUT,Sales,104
20260403,32,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000045d4,17876,32671,18  MISHR  70,9.1,ltr,,637.0,12  Malai Lassi   Godown,12  Malai Lassi   Godown,Primary Batch,OUT,Sales,105
20260403,33,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004bfb,19451,35565,07 BM GHEE LOOSE,0.5,KG,,370.0,Main Store,Main Store,Primary Batch,IN,Sales,106
20260403,34,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000045e5,17893,32692,05 TAK 500ml Pouch,50.0,NO.,,900.0,Main Store,Main Store,Primary Batch,IN,Sales,107
20260403,35,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004c9d,19613,35856,01  DAHI CUP 200,184.0,NO. =  6.57 CRT,,3312.0,Main Store,Main Store,Primary Batch,IN,Sales,108
20260403,35,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00004c9d,19613,35856,01  DAHI CUP 200,140.0,NO. =  5.00 CRT,,2240.0,Main Store,Main Store,Primary Batch,IN,Sales,109
